quiz_id,quiz_title,week,book,topic,reference_id,question,question_type,difficulty,answer_choice_1,answer_choice_2,answer_choice_3,answer_choice_4,correct_answer,passages,learning_objective,explanation,common_misconception,points,required,shuffle_answers,tags,active
W16,Week 16 — Mark 3–4 (The Servant Under Opposition),16,Mark,Parables,W16-Q09,Why does Jesus cite Isaiah 6 to explain speaking in parables?,theological,hard,To prove His learning,Because parables reveal truth to the responsive and conceal it from the hardened,To confuse everyone equally,To fulfill a ritual requirement,Because parables reveal truth to the responsive and conceal it from the hardened,Mark 4:10-12; Isaiah 6:9-10,Understand the dual function of parables.,"Like Isaiah’s ministry, parables both disclose and judge, exposing the hearers’ hearts.",Parables are not simple illustrations; they divide hearers.,3,TRUE,FALSE,"isaiah6,parables",TRUE
W16,Week 16 — Mark 3–4 (The Servant Under Opposition),16,Mark,Growing Seed,W16-Q10,What does the parable of the seed growing secretly teach about the kingdom?,theological,hard,It advances by human effort,It grows by God’s power even while the farmer sleeps,It grows only in good times,It requires constant anxiety,It grows by God’s power even while the farmer sleeps,Mark 4:26-29,Trust God’s hidden work in kingdom growth.,The earth produces “by itself” — growth is God’s doing from sowing to harvest.,"Faithful sowing matters, but the power is God’s, not ours.",3,TRUE,FALSE,"kingdom,growth",TRUE
W16,Week 16 — Mark 3–4 (The Servant Under Opposition),16,Mark,Warning,W16-Q11,What is the blasphemy against the Holy Spirit in its context?,theological,hard,Any doubt about God,Persistently attributing the Spirit’s work in Jesus to Satan,Speaking against the church,Breaking the Sabbath,Persistently attributing the Spirit’s work in Jesus to Satan,Mark 3:28-30,Read the warning in its narrative context.,"Mark ties the saying to the scribes’ claim that Jesus had an unclean spirit — a settled, hardened rejection.",A believer anxious about this sin shows the very sensitivity that hardened rejection lacks.,3,TRUE,FALSE,"blasphemy,spirit",TRUE
W16,Week 16 — Mark 3–4 (The Servant Under Opposition),16,Mark,Who Is This,W16-Q12,"How does Psalm 107:23-30 deepen the disciples’ question, “Who then is this?”",theological,hard,It describes Jonah’s storm,It says the LORD stills storms — Jesus does what only God does,It promises calm seas to sailors,It commands fearlessness,It says the LORD stills storms — Jesus does what only God does,Mark 4:35-41; Psalm 107:23-30,Connect the stilled storm to God’s own power.,"In the psalm, sailors cry to the LORD who makes the storm be still; Mark shows Jesus in that role.","The miracle is a claim about Jesus’ identity, not just His compassion.",3,TRUE,FALSE,"psalm107,identity",TRUE
W17,Week 17 — Mark 5–6 (The Compassionate Servant),17,Mark,Legion,W17-Q01,Where did the man with the unclean spirit live?,recall,easy,In the synagogue,Among the tombs,In a fishing village,In the wilderness of Judea,Among the tombs,Mark 5:2-5,Recall the Gerasene demoniac’s condition.,No one could bind him; night and day he cried out among the tombs.,His restoration — clothed and in his right mind — is the point of the scene.,1,TRUE,FALSE,"legion,tombs",TRUE
W17,Week 17 — Mark 5–6 (The Compassionate Servant),17,Mark,Healing,W17-Q02,Who was healed by touching Jesus’ garment?,recall,easy,A blind beggar,A woman with a twelve-year discharge of blood,A leper,Jairus’s daughter,A woman with a twelve-year discharge of blood,Mark 5:25-29,Recall the woman healed in the crowd.,"After twelve years and many physicians, she touched His garment and was healed.","Jesus insisted on meeting her personally — faith, not magic, healed her.",1,TRUE,FALSE,"healing,faith",TRUE
W17,Week 17 — Mark 5–6 (The Compassionate Servant),17,Mark,Jairus,W17-Q03,What did Jesus say to Jairus’s daughter?,recall,easy,“Ephphatha”,"“Talitha cumi” — “Little girl, arise”",“Your sins are forgiven”,“Go and sin no more”,"“Talitha cumi” — “Little girl, arise”",Mark 5:41,Recall the raising of Jairus’s daughter.,Mark preserves Jesus’ Aramaic words as He raised the twelve-year-old girl.,Jesus treated death as sleep He could wake.,1,TRUE,FALSE,"jairus,resurrection",TRUE
W17,Week 17 — Mark 5–6 (The Compassionate Servant),17,Mark,Feeding,W17-Q04,How much food did the disciples find for the five thousand?,recall,easy,Seven loaves,Five loaves and two fish,Twelve baskets,Two loaves and five fish,Five loaves and two fish,Mark 6:38,Recall the feeding of the five thousand.,"From five loaves and two fish, all ate and were satisfied, with twelve baskets left.",The leftovers exceeded the starting supply.,1,TRUE,FALSE,feeding,TRUE
W17,Week 17 — Mark 5–6 (The Compassionate Servant),17,Mark,Faith,W17-Q05,What did Jesus tell Jairus when news came that his daughter had died?,recall,medium,“Come back tomorrow”,"“Do not fear, only believe”",“It is too late”,“Prepare the funeral”,"“Do not fear, only believe”",Mark 5:36,Hear Jesus’ word to a grieving father.,"Overhearing the report, Jesus called Jairus past fear into faith.",Faith was called for after hope seemed gone.,2,TRUE,FALSE,"faith,jairus",TRUE
W17,Week 17 — Mark 5–6 (The Compassionate Servant),17,Mark,Nazareth,W17-Q06,Why could Jesus do no mighty work in His hometown?,recall,medium,The crowds were too large,Their unbelief,The leaders forbade it,He was never there,Their unbelief,Mark 6:5-6,Connect unbelief with Nazareth’s barrenness.,He marveled at their unbelief; familiarity bred contempt — “Is not this the carpenter?”,"The limit lay in their rejection, not in His power.",2,TRUE,FALSE,"nazareth,unbelief",TRUE
W17,Week 17 — Mark 5–6 (The Compassionate Servant),17,Mark,John,W17-Q07,How did John the Baptist die?,recall,medium,Stoned by a crowd,Beheaded by Herod after a rash oath,Killed in prison by guards,Exiled and lost,Beheaded by Herod after a rash oath,Mark 6:21-28,Recall the martyrdom of John.,Herodias used her daughter’s dance and Herod’s oath to demand John’s head.,"Herod feared and even liked to hear John, yet still yielded.",2,TRUE,FALSE,"john,herod",TRUE
W17,Week 17 — Mark 5–6 (The Compassionate Servant),17,Mark,Sea,W17-Q08,What did the disciples think when they saw Jesus walking on the sea?,recall,medium,That He was Elijah,That He was a ghost,That the storm had ended,That they were dreaming,That He was a ghost,Mark 6:49,Recall the disciples’ terror on the sea.,"They cried out in fear; Jesus said, “Take heart; it is I. Do not be afraid.”",Their hearts were hardened — they had not understood about the loaves.,2,TRUE,FALSE,"sea,fear",TRUE
W17,Week 17 — Mark 5–6 (The Compassionate Servant),17,Mark,Mission,W17-Q09,What does sending the twelve out two by two with almost nothing teach?,interpretation,hard,Poverty is holy in itself,Dependence on God and urgency in the mission,Travel was cheap,Preachers should avoid homes,Dependence on God and urgency in the mission,Mark 6:7-13,Interpret the instructions for the mission of the twelve.,"No bread, bag, or money — they were to trust God’s provision through those who received them.","The specific packing list expresses trust, not a permanent rule.",3,TRUE,FALSE,"mission,dependence",TRUE
W17,Week 17 — Mark 5–6 (The Compassionate Servant),17,Mark,Shepherd,W17-Q10,How does Psalm 23 echo through the feeding of the five thousand?,theological,hard,Both mention bread from heaven,"Jesus, the Shepherd, has the crowd recline on green grass and feeds them",Both occur at night,Both involve twelve baskets,"Jesus, the Shepherd, has the crowd recline on green grass and feeds them",Mark 6:34-44; Psalm 23,See Jesus as the shepherd of Psalm 23.,"He saw sheep without a shepherd, made them lie down on green grass, and set a table in the wilderness.","The green grass detail is a deliberate shepherd-psalm echo, not scenery.",3,TRUE,FALSE,"psalm23,shepherd",TRUE
W17,Week 17 — Mark 5–6 (The Compassionate Servant),17,Mark,Sandwich,W17-Q11,Why does Mark weave the bleeding woman’s story inside Jairus’s story?,interpretation,hard,To fill time while the girl died,To let each story of desperate faith interpret the other,Because they happened years apart,To contrast rich and poor,To let each story of desperate faith interpret the other,Mark 5:21-43,Read Mark’s sandwich structure.,"Twelve years of illness, a twelve-year-old girl — two hopeless cases met by the same power through faith.","The interruption is literary design, not accident.",3,TRUE,FALSE,"structure,faith",TRUE
W17,Week 17 — Mark 5–6 (The Compassionate Servant),17,Mark,Epiphany,W17-Q12,What does Mark hint by saying Jesus “meant to pass by them” on the sea?,theological,hard,He intended to leave them,"A divine self-revelation, as God “passed by” Moses and Job",He did not see the boat,He was testing their rowing,"A divine self-revelation, as God “passed by” Moses and Job",Mark 6:48-50; Exodus 33:19-22; Job 9:8-11,Recognize the theophany language in the sea-walking.,“Passing by” is how Scripture describes God revealing His glory; Jesus says “It is I” — I AM.,"The phrase is revelation language, not an intention to abandon them.",3,TRUE,FALSE,"theophany,identity",TRUE
W18,Week 18 — Mark 7–8 (The Revealed Servant),18,Mark,Tradition,W18-Q01,What did the Pharisees criticize the disciples for?,recall,easy,Skipping the feasts,"Eating with defiled, unwashed hands",Working on the Sabbath,Speaking with Gentiles,"Eating with defiled, unwashed hands",Mark 7:1-5,Recall the handwashing controversy.,"The issue was the tradition of the elders, not hygiene or God’s written law.",The dispute concerned human tradition elevated over God’s command.,1,TRUE,FALSE,tradition,TRUE
W18,Week 18 — Mark 7–8 (The Revealed Servant),18,Mark,Heart,W18-Q02,What did Jesus say truly defiles a person?,recall,easy,Unwashed food,What comes out of the heart,Touching the unclean,Gentile company,What comes out of the heart,Mark 7:20-23,Locate defilement where Jesus does.,"Evil thoughts, deeds, and words proceed from within, from the heart.","Defilement is moral and internal, not ceremonial and external.",1,TRUE,FALSE,"heart,defilement",TRUE
W18,Week 18 — Mark 7–8 (The Revealed Servant),18,Mark,Feeding,W18-Q03,How many loaves fed the four thousand?,recall,easy,Five,Seven,Twelve,Three,Seven,Mark 8:5-9,Recall the second feeding miracle.,"Seven loaves and a few small fish fed four thousand, with seven baskets left over.",This is a distinct event from the feeding of the five thousand.,1,TRUE,FALSE,feeding,TRUE
W18,Week 18 — Mark 7–8 (The Revealed Servant),18,Mark,Confession,W18-Q04,Who did Peter declare Jesus to be at Caesarea Philippi?,recall,easy,A prophet,Elijah,The Christ,The Son of David,The Christ,Mark 8:29,Recall Peter’s confession.,"Against the crowd’s guesses, Peter answered, “You are the Christ.”","The confession is the Gospel’s hinge — identity confessed, mission still misunderstood.",1,TRUE,FALSE,"confession,peter",TRUE
W18,Week 18 — Mark 7–8 (The Revealed Servant),18,Mark,Isaiah,W18-Q05,Which prophecy did Jesus quote against honoring God with lips while hearts are far away?,recall,medium,Isaiah 40:3,Isaiah 29:13,Isaiah 53:4,Isaiah 6:9,Isaiah 29:13,Mark 7:6-7; Isaiah 29:13,Connect Jesus’ rebuke to Isaiah.,"“This people honors me with their lips, but their heart is far from me” — worship can be hollow.","The target is hypocrisy, not liturgy itself.",2,TRUE,FALSE,"isaiah29,hypocrisy",TRUE
W18,Week 18 — Mark 7–8 (The Revealed Servant),18,Mark,Syrophoenician,W18-Q06,What marked the Syrophoenician woman’s request?,interpretation,medium,She demanded her rights,"Humble, persistent faith from a Gentile",She offered payment,She quoted the law,"Humble, persistent faith from a Gentile",Mark 7:24-30,See faith beyond Israel’s borders.,"Accepting even the “crumbs,” she trusted Jesus’ power — and her daughter was freed.",Jesus’ hard saying drew out her faith rather than dismissing her.,2,TRUE,FALSE,"gentiles,faith",TRUE
W18,Week 18 — Mark 7–8 (The Revealed Servant),18,Mark,Leaven,W18-Q07,What did Jesus warn the disciples to beware of in the boat?,recall,medium,The storm ahead,The leaven of the Pharisees and of Herod,Poisoned bread,False messiahs,The leaven of the Pharisees and of Herod,Mark 8:15,Recall the leaven warning.,"While the disciples fussed over bread, Jesus warned against spreading unbelief and hardness.","Leaven pictures pervasive influence, not literal bread.",2,TRUE,FALSE,leaven,TRUE
W18,Week 18 — Mark 7–8 (The Revealed Servant),18,Mark,Bethsaida,W18-Q08,What was unusual about the healing of the blind man at Bethsaida?,recall,medium,It happened instantly,It happened in two stages,It happened on the Sabbath,It required the priests,It happened in two stages,Mark 8:22-25,Recall the two-stage healing.,"First the man saw people “like trees, walking,” then Jesus touched him again and he saw clearly.",The two stages are unique to Mark and deliberately placed.,2,TRUE,FALSE,"blind,bethsaida",TRUE
W18,Week 18 — Mark 7–8 (The Revealed Servant),18,Mark,Sight,W18-Q09,How does the two-stage healing mirror the disciples?,interpretation,hard,They also needed glasses,"They saw Jesus’ identity only partially — Messiah, but not yet the cross",They were blind to miracles,They healed others in stages,"They saw Jesus’ identity only partially — Messiah, but not yet the cross",Mark 8:22-33,Read the healing as a picture of dawning sight.,"Peter confesses the Christ, then immediately rejects the cross — clear sight comes in stages.",Mark places the healing just before the confession on purpose.,3,TRUE,FALSE,"structure,sight",TRUE
W18,Week 18 — Mark 7–8 (The Revealed Servant),18,Mark,Passion,W18-Q10,What did Jesus begin to teach immediately after Peter’s confession?,recall,hard,The transfiguration,"That the Son of Man must suffer, be killed, and rise after three days",The destruction of the temple,The coming of the Spirit,"That the Son of Man must suffer, be killed, and rise after three days",Mark 8:31,Link the confession to the first passion prediction.,From this point Jesus plainly taught the necessity of His suffering and resurrection.,"“Must” marks divine necessity, not tragic accident.",3,TRUE,FALSE,"passion,prediction",TRUE
W18,Week 18 — Mark 7–8 (The Revealed Servant),18,Mark,Rebuke,W18-Q11,"Why did Jesus say to Peter, “Get behind me, Satan”?",theological,hard,Peter had betrayed Him,"Peter was setting his mind on the things of man, opposing God’s plan of a suffering Messiah",Peter denied knowing Him,Peter doubted the miracles,"Peter was setting his mind on the things of man, opposing God’s plan of a suffering Messiah",Mark 8:32-33,Understand the severity of Jesus’ rebuke.,Rejecting the cross repeated the wilderness temptation — a kingdom without suffering.,Peter meant well; that is exactly what made the temptation serious.,3,TRUE,FALSE,"rebuke,cross",TRUE
W18,Week 18 — Mark 7–8 (The Revealed Servant),18,Mark,Discipleship,W18-Q12,What does it mean to take up your cross and follow Jesus?,theological,hard,Enduring minor hardships,"Self-denial and following Jesus in sacrificial obedience, even to death",Wearing a symbol of faith,Withdrawing from the world,"Self-denial and following Jesus in sacrificial obedience, even to death",Mark 8:34-38,Count the cost of discipleship.,Whoever would save his life will lose it; the Servant’s path is the disciple’s path.,"The cross was an instrument of death, not a metaphor for inconvenience.",3,TRUE,FALSE,"discipleship,cross",TRUE
W19,Week 19 — Mark 9–10 (The Serving King),19,Mark,Transfiguration,W19-Q01,Who appeared with Jesus at the Transfiguration?,recall,easy,Abraham and David,Moses and Elijah,Isaiah and Jeremiah,John and James,Moses and Elijah,Mark 9:4,Recall the Transfiguration scene.,The Law and the Prophets — Moses and Elijah — talked with the transfigured Jesus.,Their presence testifies that Scripture points to Jesus.,1,TRUE,FALSE,transfiguration,TRUE
W19,Week 19 — Mark 9–10 (The Serving King),19,Mark,Voice,W19-Q02,What did the Father’s voice say at the Transfiguration?,recall,easy,“This is my beloved Son; listen to him”,“Behold the Lamb of God”,“The kingdom is at hand”,“Fear not”,“This is my beloved Son; listen to him”,Mark 9:7,Recall the Father’s command.,The cloud overshadowed them and the voice commanded them to listen to the Son.,“Listen to him” includes His hard words about the cross.,1,TRUE,FALSE,"transfiguration,listen",TRUE
W19,Week 19 — Mark 9–10 (The Serving King),19,Mark,Rich Man,W19-Q03,How did the rich man respond when Jesus told him to sell all and follow?,recall,easy,He obeyed at once,"He went away sorrowful, for he had great possessions",He argued with Jesus,He asked for time,"He went away sorrowful, for he had great possessions",Mark 10:21-22,Recall the rich man’s choice.,"Jesus, loving him, exposed the one thing he lacked; wealth held his heart.","Jesus’ demand was diagnosis, not a universal command to poverty.",1,TRUE,FALSE,wealth,TRUE
W19,Week 19 — Mark 9–10 (The Serving King),19,Mark,Bartimaeus,W19-Q04,What did blind Bartimaeus cry out to Jesus?,recall,easy,"“Rabbi, teach me”","“Jesus, Son of David, have mercy on me!”","“Lord, save us”",“Hosanna in the highest”,"“Jesus, Son of David, have mercy on me!”",Mark 10:47-48,Recall Bartimaeus’s messianic cry.,"Though blind, he saw who Jesus was — the Son of David — and would not be silenced.","His title for Jesus is a confession, not politeness.",1,TRUE,FALSE,"bartimaeus,son-of-david",TRUE
W19,Week 19 — Mark 9–10 (The Serving King),19,Mark,Belief,W19-Q05,What did the father of the possessed boy cry out?,recall,medium,“Increase my faith”,“I believe; help my unbelief!”,“Have mercy on us all”,“Why could we not cast it out?”,“I believe; help my unbelief!”,Mark 9:24,"Hear honest, struggling faith.",Jesus honored a father’s imperfect but real faith and healed his son.,Real faith can coexist with the struggle against doubt.,2,TRUE,FALSE,"faith,doubt",TRUE
W19,Week 19 — Mark 9–10 (The Serving King),19,Mark,Children,W19-Q06,How must one receive the kingdom of God?,recall,medium,With great works,Like a child,With wealth to give,Through the law,Like a child,Mark 10:15,Recall Jesus’ word about children.,"He was indignant when children were hindered — the kingdom is received, not earned.","Childlikeness means dependent trust, not immaturity.",2,TRUE,FALSE,"children,kingdom",TRUE
W19,Week 19 — Mark 9–10 (The Serving King),19,Mark,Ambition,W19-Q07,What did James and John ask of Jesus?,recall,medium,To call down fire,To sit at His right and left in His glory,To lead the twelve,To remain in Galilee,To sit at His right and left in His glory,Mark 10:35-37,Recall the brothers’ request.,"On the road to the cross, they sought thrones; Jesus answered with the cup and the ransom.",The places at His right and left would be taken by crucified criminals.,2,TRUE,FALSE,"ambition,glory",TRUE
W19,Week 19 — Mark 9–10 (The Serving King),19,Mark,Greatness,W19-Q08,"According to Jesus, who is greatest in the kingdom?",recall,medium,The strongest leader,The servant of all,The most learned,The eldest,The servant of all,Mark 9:35; 10:43-44,State the kingdom’s measure of greatness.,"“If anyone would be first, he must be last of all and servant of all.”","Greatness is redefined, not abolished.",2,TRUE,FALSE,"service,greatness",TRUE
W19,Week 19 — Mark 9–10 (The Serving King),19,Mark,Ransom,W19-Q09,What is Mark 10:45’s summary of Jesus’ mission?,recall,hard,To establish an earthly throne,"The Son of Man came not to be served but to serve, and to give his life as a ransom for many",To judge the nations,To reform the temple,"The Son of Man came not to be served but to serve, and to give his life as a ransom for many",Mark 10:45,Memorize the Gospel’s theme verse.,This verse crowns the servanthood teaching and interprets the cross before it happens.,"The verse is a mission statement, not a proverb.",3,TRUE,FALSE,"ransom,servant",TRUE
W19,Week 19 — Mark 9–10 (The Serving King),19,Mark,Isaiah 53,W19-Q10,How does Isaiah 53 stand behind Mark 10:45?,theological,hard,Both mention a vineyard,The Servant bears the sin of many — a substitutionary death,Both describe a king’s coronation,Both concern the temple,The Servant bears the sin of many — a substitutionary death,Mark 10:45; Isaiah 53:10-12,Connect the ransom saying to the Suffering Servant.,“A ransom for many” echoes the Servant who was numbered with transgressors and bore the sin of many.,Jesus interpreted His own death through Isaiah 53.,3,TRUE,FALSE,"isaiah53,ransom",TRUE
W19,Week 19 — Mark 9–10 (The Serving King),19,Mark,Prayer,W19-Q11,Why could the disciples not cast out the spirit from the boy?,interpretation,hard,The spirit was too ancient,“This kind cannot be driven out by anything but prayer”,The boy lacked faith,They lacked authority,“This kind cannot be driven out by anything but prayer”,Mark 9:28-29,Learn dependence in spiritual ministry.,Past success had perhaps bred self-reliance; power flows from dependence on God.,"The lesson is dependence, not a technique for exorcism.",3,TRUE,FALSE,"prayer,dependence",TRUE
