quiz_id,quiz_title,week,book,topic,reference_id,question,question_type,difficulty,answer_choice_1,answer_choice_2,answer_choice_3,answer_choice_4,correct_answer,passages,learning_objective,explanation,common_misconception,points,required,shuffle_answers,tags,active
W22,Week 22 — Luke 1–2 (The Savior Arrives),22,Luke,Prophecy,W22-Q11,What did Simeon mean when he told Mary a sword would pierce her own soul?,interpretation,hard,She would be persecuted by Herod,She would suffer as her Son was opposed and put to death,She would lose her other children,She would be exiled from Israel,She would suffer as her Son was opposed and put to death,Luke 2:34-35,Connect Simeon’s prophecy to the cross.,"Simeon foretells that Jesus will be a sign opposed, causing the fall and rising of many — and that His mother will share the grief of that opposition.",The saying is sometimes read as a general warning rather than a specific foreshadowing of the crucifixion.,3,TRUE,FALSE,"luke2,prophecy",TRUE
W22,Week 22 — Luke 1–2 (The Savior Arrives),22,Luke,Witnesses,W22-Q12,What does the prophetess Anna add to Luke’s birth account?,theological,hard,A rebuke of the temple leadership,A second faithful witness who proclaims the child to all awaiting redemption,A prediction of the date of Jesus’ death,A call for the shepherds to return,A second faithful witness who proclaims the child to all awaiting redemption,Luke 2:36-38,See how Luke pairs male and female witnesses to Jesus.,"Anna, an aged widow who never left the temple, gave thanks and spoke of the child to all who waited for the redemption of Jerusalem — pairing with Simeon as a second witness.","Anna is easy to overlook, but Luke deliberately pairs men and women as witnesses throughout.",3,TRUE,FALSE,"luke2,anna",TRUE
W23,Week 23 — Luke 3–4 (Prepared and Announced),23,Luke,John,W23-Q01,What did John the Baptist proclaim in the region around the Jordan?,recall,easy,A baptism of repentance for the forgiveness of sins,The immediate overthrow of Rome,A new temple sacrifice,The end of the law of Moses,A baptism of repentance for the forgiveness of sins,Luke 3:3,Recall the content of John’s preaching.,"John proclaimed a baptism of repentance for the forgiveness of sins, preparing the way of the Lord.",John’s baptism is sometimes confused with Christian baptism in the name of Jesus.,1,TRUE,FALSE,"luke3,john",TRUE
W23,Week 23 — Luke 3–4 (Prepared and Announced),23,Luke,Genealogy,W23-Q02,How far back does Luke trace Jesus’ genealogy?,recall,easy,To Abraham,To David,To Adam,To Noah,To Adam,Luke 3:23-38,Recall the endpoint of Luke’s genealogy.,"Luke traces the line back past Abraham all the way to Adam, the son of God.",Matthew’s genealogy stops at Abraham; Luke’s does not.,1,TRUE,FALSE,"luke3,genealogy",TRUE
W23,Week 23 — Luke 3–4 (Prepared and Announced),23,Luke,Temptation,W23-Q03,How long was Jesus tempted by the devil in the wilderness?,recall,easy,Three days,Seven days,Forty days,One night,Forty days,Luke 4:1-2,Recall the duration of the wilderness temptation.,"Jesus, full of the Holy Spirit, was led in the wilderness for forty days, being tempted by the devil.",The forty days are sometimes shortened to the three recorded temptations.,1,TRUE,FALSE,"luke4,temptation",TRUE
W23,Week 23 — Luke 3–4 (Prepared and Announced),23,Luke,Nazareth,W23-Q04,Which prophet’s scroll did Jesus read in the Nazareth synagogue?,recall,easy,Jeremiah,Isaiah,Daniel,Malachi,Isaiah,Luke 4:16-19,Recall the text Jesus chose to announce His ministry.,Jesus was handed the scroll of the prophet Isaiah and read the passage about the Spirit of the Lord anointing Him.,The passage is often attributed to the Psalms rather than to Isaiah 61.,1,TRUE,FALSE,"luke4,isaiah",TRUE
W23,Week 23 — Luke 3–4 (Prepared and Announced),23,Luke,Temptation,W23-Q05,How did Jesus answer each of the devil’s temptations?,recall,medium,With silence,By calling on angels,By quoting Scripture,By performing a sign,By quoting Scripture,"Luke 4:4, 4:8, 4:12",Observe Jesus’ method of resisting temptation.,"Each time Jesus replies “It is written,” answering the tempter from Deuteronomy.",Jesus did not out-argue the devil with new revelation; He stood on the written word.,2,TRUE,FALSE,"luke4,scripture",TRUE
W23,Week 23 — Luke 3–4 (Prepared and Announced),23,Luke,Repentance,W23-Q06,"What did John tell the crowds to do when they asked, “What then shall we do?”",recall,medium,Leave their jobs and follow him,Fast for forty days,Share their extra tunic and food with those who have none,Offer a sin offering at the temple,Share their extra tunic and food with those who have none,Luke 3:10-11,Understand what John meant by fruit in keeping with repentance.,"John’s answer is concrete and social: whoever has two tunics is to share, and whoever has food is to do likewise.",Repentance is often reduced to feeling sorry rather than changed action.,2,TRUE,FALSE,"luke3,repentance",TRUE
W23,Week 23 — Luke 3–4 (Prepared and Announced),23,Luke,Rejection,W23-Q07,How did Jesus’ hometown react after He said the Scripture was fulfilled that day?,recall,medium,They asked Him to stay and teach,They were filled with wrath and tried to throw Him off a cliff,They ignored Him and went home,They brought their sick to be healed,They were filled with wrath and tried to throw Him off a cliff,Luke 4:28-30,Recall the outcome of the Nazareth synagogue scene.,"The congregation was driven to rage, drove Him out of town, and meant to throw Him down the hill — but He passed through their midst.",The crowd’s early amazement (v. 22) is often mistaken for acceptance.,2,TRUE,FALSE,"luke4,nazareth",TRUE
W23,Week 23 — Luke 3–4 (Prepared and Announced),23,Luke,Identity,W23-Q08,What did the demons cry out that the crowds had not yet grasped?,recall,medium,That He was a prophet like Elijah,"That He was the Son of God, the Holy One of God",That He would rebuild the temple,That He would be betrayed,"That He was the Son of God, the Holy One of God","Luke 4:33-34, 4:41",Notice who recognizes Jesus’ identity first in Luke.,"The unclean spirits name Him the Holy One of God and the Son of God, and Jesus rebukes them into silence.",The demons’ accurate confession is not faith — recognition is not the same as trust.,2,TRUE,FALSE,"luke4,identity",TRUE
W23,Week 23 — Luke 3–4 (Prepared and Announced),23,Luke,Genealogy,W23-Q09,Why does Luke’s genealogy run back to Adam rather than stopping at Abraham?,theological,hard,To prove Jesus’ legal claim to David’s throne,"To present Jesus as Savior of the whole human race, not Israel alone",To correct an error in Matthew’s list,To show Jesus was older than the patriarchs,"To present Jesus as Savior of the whole human race, not Israel alone",Luke 3:23-38,Connect Luke’s genealogy to his universal theme.,"Luke, writing for a wide audience, ties Jesus to all humanity through Adam — fitting a Gospel that ends with witness to all nations.",Both genealogies are often assumed to make the same point; they emphasize different things.,3,TRUE,FALSE,"luke3,universal",TRUE
W23,Week 23 — Luke 3–4 (Prepared and Announced),23,Luke,Grace,W23-Q10,What in Jesus’ Nazareth sermon actually enraged the congregation?,interpretation,hard,He claimed to forgive sins,He refused to perform miracles there,He recalled Elijah being sent to a Sidonian widow and Elisha healing Naaman the Syrian,He criticized the synagogue leaders by name,He recalled Elijah being sent to a Sidonian widow and Elisha healing Naaman the Syrian,Luke 4:24-27,Identify the specific offense in the Nazareth sermon.,Jesus pointed to two Old Testament episodes in which God’s mercy went to outsiders rather than to Israel — and that provoked the fury.,"The anger is often blamed on the claim of fulfillment alone, but the text places it after the Gentile examples.",3,TRUE,FALSE,"luke4,grace",TRUE
W23,Week 23 — Luke 3–4 (Prepared and Announced),23,Luke,Mission,W23-Q11,What does “The Spirit of the Lord is upon me” declare about Jesus’ ministry?,theological,hard,That He came to condemn the nations,"That He was anointed to bring good news to the poor, liberty to captives, and sight to the blind",That He would reign politically over Israel,That His ministry would be limited to Galilee,"That He was anointed to bring good news to the poor, liberty to captives, and sight to the blind",Luke 4:18-19,State Jesus’ own summary of His mission.,"Jesus reads Isaiah’s anointing text and applies it to Himself, setting the agenda Luke will trace: good news for the poor and freedom for the oppressed.",The passage is often read as poetry about the future rather than as Jesus’ job description.,3,TRUE,FALSE,"luke4,mission",TRUE
W23,Week 23 — Luke 3–4 (Prepared and Announced),23,Luke,Fulfillment,W23-Q12,What is significant about where Jesus stopped reading in Isaiah?,interpretation,hard,He stopped before the line about the day of vengeance,He read the passage twice,He read only the first sentence,He skipped the reference to the poor,He stopped before the line about the day of vengeance,Luke 4:19-21,Notice the precise limit of the quotation.,"Jesus ends at “the year of the Lord’s favor,” before Isaiah’s “day of vengeance,” then says the Scripture is fulfilled today — marking this as the season of grace.",Readers rarely notice the quotation stops mid-sentence in Isaiah 61:2.,3,TRUE,FALSE,"luke4,fulfillment",TRUE
W24,Week 24 — Luke 5–6 (Calling and Teaching),24,Luke,Calling,W24-Q01,What did Simon Peter say after the great catch of fish?,recall,easy,“Who then is this?”,"“Depart from me, for I am a sinful man, O Lord.”",“You are the Christ.”,"“Lord, save me!”","“Depart from me, for I am a sinful man, O Lord.”",Luke 5:8,Recall Peter’s response to Jesus’ power.,"Overwhelmed by the catch, Peter fell at Jesus’ knees confessing his sinfulness; Jesus answered that he would now catch men.",Peter’s reaction was not excitement over the fish but conviction over himself.,1,TRUE,FALSE,"luke5,peter",TRUE
W24,Week 24 — Luke 5–6 (Calling and Teaching),24,Luke,Calling,W24-Q02,Which tax collector did Jesus call from his booth?,recall,easy,Zacchaeus,Matthew Levi,Nathanael,Bartimaeus,Matthew Levi,Luke 5:27-28,Identify the tax collector called in Luke 5.,"Jesus saw Levi sitting at the tax booth and said “Follow me,” and Levi left everything and rose and followed Him.","Zacchaeus is also a tax collector, but his encounter comes much later, in Luke 19.",1,TRUE,FALSE,"luke5,levi",TRUE
W24,Week 24 — Luke 5–6 (Calling and Teaching),24,Luke,Apostles,W24-Q03,How many apostles did Jesus choose after praying all night?,recall,easy,Seven,Ten,Twelve,Seventy-two,Twelve,Luke 6:12-16,Recall the number of apostles chosen.,"After a night of prayer Jesus called His disciples and chose twelve of them, whom He named apostles.","The seventy-two of Luke 10 are a later, larger sending, not the apostles.",1,TRUE,FALSE,"luke6,apostles",TRUE
W24,Week 24 — Luke 5–6 (Calling and Teaching),24,Luke,Love,W24-Q04,What did Jesus command His hearers to do to their enemies?,recall,easy,Avoid them,Love them,Rebuke them publicly,Leave them to God’s judgment,Love them,Luke 6:27-28,Recall the central command of the Sermon on the Plain.,"“Love your enemies, do good to those who hate you, bless those who curse you, pray for those who abuse you.”",The command is often softened to merely tolerating enemies.,1,TRUE,FALSE,"luke6,love",TRUE
W24,Week 24 — Luke 5–6 (Calling and Teaching),24,Luke,Newness,W24-Q05,What did Jesus teach with new wine and old wineskins?,interpretation,medium,Old traditions are always better,New wine must be put into fresh wineskins,Wine should not be stored at all,Fasting is required of every disciple,New wine must be put into fresh wineskins,Luke 5:36-39,Understand the parable answering the question about fasting.,The new thing Jesus brings cannot simply be poured into old forms; it requires new containers.,The saying is sometimes read as a rejection of everything old rather than of forms that cannot hold the new.,2,TRUE,FALSE,"luke5,wineskins",TRUE
W24,Week 24 — Luke 5–6 (Calling and Teaching),24,Luke,Prayer,W24-Q06,What did Jesus do the whole night before choosing the Twelve?,recall,medium,Fasted in the wilderness,Taught in the synagogue,Continued in prayer to God on the mountain,Traveled to Jerusalem,Continued in prayer to God on the mountain,Luke 6:12,Notice Luke’s emphasis on Jesus at prayer before major decisions.,Luke alone records that Jesus spent the whole night in prayer before naming the Twelve.,Luke repeatedly places prayer before turning points; it is easy to read past.,2,TRUE,FALSE,"luke6,prayer",TRUE
W24,Week 24 — Luke 5–6 (Calling and Teaching),24,Luke,Woes,W24-Q07,What follows the blessings in Luke’s Sermon on the Plain?,recall,medium,A series of woes,The Lord’s Prayer,A healing miracle,The parable of the sower,A series of woes,Luke 6:24-26,Recall the structure unique to Luke’s sermon.,"Luke pairs four blessings with four woes — to the rich, the full, those who laugh now, and those spoken well of.","Matthew’s Beatitudes have no woes, so readers often expect blessings only.",2,TRUE,FALSE,"luke6,woes",TRUE
W24,Week 24 — Luke 5–6 (Calling and Teaching),24,Luke,Judging,W24-Q08,What did Jesus say about the speck and the log?,recall,medium,Ignore both,Judge the speck first,Take the log out of your own eye first,Ask a third party to judge,Take the log out of your own eye first,Luke 6:41-42,Understand Jesus’ teaching on self-examination.,Only after removing the log from your own eye will you see clearly to take the speck out of your brother’s.,"The saying forbids hypocritical judging, not all discernment.",2,TRUE,FALSE,"luke6,judging",TRUE
W24,Week 24 — Luke 5–6 (Calling and Teaching),24,Luke,Sabbath,W24-Q09,Why did Jesus cite David eating the bread of the Presence when challenged about the Sabbath?,interpretation,hard,To show the law had been abolished,To prove the Pharisees misquoted Scripture,"To show human need outweighs ritual, and that the Son of Man is lord of the Sabbath",To argue that David was greater than Moses,"To show human need outweighs ritual, and that the Son of Man is lord of the Sabbath",Luke 6:1-5,Follow Jesus’ argument about Sabbath authority.,"Jesus appeals to a precedent the Pharisees accepted, then claims an authority greater than the precedent: He is lord of the Sabbath.","The point is not that rules do not matter, but that the Lawgiver Himself is standing in front of them.",3,TRUE,FALSE,"luke6,sabbath",TRUE
W24,Week 24 — Luke 5–6 (Calling and Teaching),24,Luke,Poverty,W24-Q10,How does Luke’s “Blessed are you who are poor” differ from Matthew’s wording?,theological,hard,Luke adds “in spirit”,Luke speaks directly to the materially poor and adds a matching woe to the rich,Luke omits the blessing entirely,Luke addresses only the apostles,Luke speaks directly to the materially poor and adds a matching woe to the rich,Luke 6:20-24,Compare the two sermon accounts on this point.,"Luke’s blunt “you who are poor,” set against “woe to you who are rich,” fits his sustained concern for the poor and the reversal of status.","The two accounts are often merged, flattening Luke’s sharper economic edge.",3,TRUE,FALSE,"luke6,poor",TRUE
W24,Week 24 — Luke 5–6 (Calling and Teaching),24,Luke,Obedience,W24-Q11,What is the point of the two builders at the end of the sermon?,theological,hard,Wise planning prevents hardship,Only hearing that becomes doing gives a foundation that stands,Houses should be built on high ground,Floods are a judgment on the wicked,Only hearing that becomes doing gives a foundation that stands,Luke 6:46-49,Grasp the sermon’s closing demand.,"“Why do you call me Lord, Lord, and not do what I tell you?” Both men heard; only the one who acted stood in the flood.",The parable is often read as being about storms in life rather than about obedience.,3,TRUE,FALSE,"luke6,obedience",TRUE
W24,Week 24 — Luke 5–6 (Calling and Teaching),24,Luke,Heart,W24-Q12,What does “a good tree bears good fruit” teach?,theological,hard,Good deeds make a person good,Outward conduct reveals the heart’s true condition,Only religious leaders bear fruit,Fruit is unrelated to character,Outward conduct reveals the heart’s true condition,Luke 6:43-45,Connect conduct to the condition of the heart.,“Out of the abundance of the heart his mouth speaks” — words and deeds reveal what is already there rather than creating it.,"The order is often reversed, as if doing good deeds could produce a good heart.",3,TRUE,FALSE,"luke6,heart",TRUE
W25,Week 25 — Luke 7–8 (Compassion and Power),25,Luke,Faith,W25-Q01,Whose servant did Jesus heal without entering the house?,recall,easy,A Pharisee’s,A centurion’s,A synagogue ruler’s,A tax collector’s,A centurion’s,Luke 7:1-10,Recall the healing that drew Jesus’ praise for great faith.,A centurion sent word that Jesus need only say the word; Jesus marveled and said He had not found such faith in Israel.,"Jairus, the synagogue ruler, appears later in Luke 8 with his daughter.",1,TRUE,FALSE,"luke7,centurion",TRUE
W25,Week 25 — Luke 7–8 (Compassion and Power),25,Luke,Compassion,W25-Q02,In what town did Jesus raise a widow’s only son?,recall,easy,Nain,Capernaum,Bethany,Nazareth,Nain,Luke 7:11-15,Recall the setting of this resurrection account.,"At the gate of Nain Jesus had compassion on a widow burying her only son, and gave him back to his mother.","The raising of Lazarus at Bethany is in John, not Luke.",1,TRUE,FALSE,"luke7,nain",TRUE
W25,Week 25 — Luke 7–8 (Compassion and Power),25,Luke,Forgiveness,W25-Q03,What did the sinful woman do to Jesus’ feet in the Pharisee’s house?,recall,easy,Washed them with water from a basin,"Wet them with tears, wiped them with her hair, and anointed them",Bound them with linen,Placed sandals on them,"Wet them with tears, wiped them with her hair, and anointed them",Luke 7:36-38,Recall the woman’s act of devotion.,"She stood weeping behind Him, wet His feet with her tears, wiped them with her hair, kissed them, and anointed them with ointment.",This anointing is distinct from Mary of Bethany’s anointing later in the Gospels.,1,TRUE,FALSE,"luke7,forgiveness",TRUE
W25,Week 25 — Luke 7–8 (Compassion and Power),25,Luke,Power,W25-Q04,What did Jesus do when the storm swamped the boat on the lake?,recall,easy,Steered the boat to shore,Told the disciples to bail faster,Rebuked the wind and the raging waves,Waited for the storm to pass,Rebuked the wind and the raging waves,Luke 8:22-25,Recall Jesus’ authority over creation.,"Awakened from sleep, He rebuked the wind and the waves; they ceased, and there was calm.",The disciples’ question “Who then is this?” shows they had not yet grasped who was in the boat.,1,TRUE,FALSE,"luke8,storm",TRUE
W25,Week 25 — Luke 7–8 (Compassion and Power),25,Luke,Doubt,W25-Q05,What question did John the Baptist send his disciples to ask Jesus?,recall,medium,“When will the kingdom come?”,"“Are you the one who is to come, or shall we look for another?”",“Why do your disciples not fast?”,“Will you free me from prison?”,"“Are you the one who is to come, or shall we look for another?”",Luke 7:18-20,Recall John’s question from prison.,"John, imprisoned, sent two disciples to ask whether Jesus was the coming one; Jesus pointed to the blind seeing and the poor hearing good news.",John’s question is often read as failure rather than as an honest inquiry Jesus answered with evidence.,2,TRUE,FALSE,"luke7,john",TRUE
W25,Week 25 — Luke 7–8 (Compassion and Power),25,Luke,Sower,W25-Q06,"In the parable of the sower, what is the seed?",recall,medium,The kingdom of God,The word of God,The people of Israel,The gift of faith,The word of God,Luke 8:11,Recall Jesus’ own interpretation of the parable.,Jesus explains the parable Himself: “The seed is the word of God.”,"The soils, not the seed, account for the different outcomes.",2,TRUE,FALSE,"luke8,sower",TRUE
W25,Week 25 — Luke 7–8 (Compassion and Power),25,Luke,Deliverance,W25-Q07,What name did the demons in the Gerasene man give?,recall,medium,Beelzebul,Legion,Abaddon,Apollyon,Legion,Luke 8:30,Recall the naming of the unclean spirits.,"“Legion,” for many demons had entered him; they begged not to be sent into the abyss.","Beelzebul appears in Luke 11 as a slander against Jesus, not as this name.",2,TRUE,FALSE,"luke8,legion",TRUE
W25,Week 25 — Luke 7–8 (Compassion and Power),25,Luke,Healing,W25-Q08,Who was healed by touching the fringe of Jesus’ garment?,recall,medium,Jairus’ daughter,A leper,A woman with a discharge of blood for twelve years,A blind beggar,A woman with a discharge of blood for twelve years,Luke 8:43-48,Recall the healing interwoven with Jairus’ story.,A woman who had suffered twelve years touched the fringe of His garment and was immediately healed; Jesus told her that her faith had made her well.,She was not healed anonymously — Jesus stopped to draw her confession into the open.,2,TRUE,FALSE,"luke8,faith",TRUE
W25,Week 25 — Luke 7–8 (Compassion and Power),25,Luke,Forgiveness,W25-Q09,What does the parable of the two debtors teach about love and forgiveness?,theological,hard,Large debts should be repaid first,The one forgiven much loves much,Forgiveness must be earned by love,Only small debts are truly forgiven,The one forgiven much loves much,Luke 7:40-47,Connect awareness of sin to depth of love.,Simon the Pharisee showed little love because he sensed little debt; the woman’s extravagant love flowed from knowing how much she had been forgiven.,"The parable is sometimes reversed, as though her love earned the forgiveness rather than following it.",3,TRUE,FALSE,"luke7,parable",TRUE
W25,Week 25 — Luke 7–8 (Compassion and Power),25,Luke,Sower,W25-Q10,What does the seed that fell among thorns represent?,interpretation,hard,Those who never hear the word,"Those who hear but are choked by cares, riches, and pleasures of life",Those who reject the word immediately,Those who hear and bear a hundredfold,"Those who hear but are choked by cares, riches, and pleasures of life",Luke 8:14,Identify the danger of the thorny soil.,"These hear, but as they go on their way they are choked by the cares, riches, and pleasures of life, and their fruit does not mature.",The thorns are not persecution but prosperity and distraction — an easier danger to miss.,3,TRUE,FALSE,"luke8,thorns",TRUE
W25,Week 25 — Luke 7–8 (Compassion and Power),25,Luke,Fear,W25-Q11,Why did the Gerasenes ask Jesus to leave after the demoniac was healed?,interpretation,hard,They did not believe the healing,They were seized with great fear,They wanted the man to stay possessed,They were loyal to Rome,They were seized with great fear,Luke 8:35-37,Consider the crowd’s response to Jesus’ power.,"Finding the man clothed and in his right mind, the whole region was seized with great fear and asked Jesus to depart from them.",They preferred their familiar arrangement to the presence of the one who had changed it.,3,TRUE,FALSE,"luke8,fear",TRUE
W25,Week 25 — Luke 7–8 (Compassion and Power),25,Luke,Family,W25-Q12,Who did Jesus say are His mother and brothers?,theological,hard,Only His blood relatives,The Twelve apostles,Those who hear the word of God and do it,The crowds who followed Him,Those who hear the word of God and do it,Luke 8:19-21,Understand Jesus’ redefinition of family.,"Told His family was outside, Jesus answered that His mother and brothers are those who hear the word of God and do it.","The saying honors obedience, not a rejection of His mother — Mary herself fits the definition.",3,TRUE,FALSE,"luke8,family",TRUE
W26,Week 26 — Luke 9 (Who Is Jesus?),26,Luke,Feeding,W26-Q01,About how many men did Jesus feed with five loaves and two fish?,recall,easy,Five hundred,One thousand,Four thousand,Five thousand,Five thousand,Luke 9:12-17,Recall the scale of the feeding miracle.,"About five thousand men ate and were satisfied, and twelve baskets of broken pieces were left over.",Luke records only this feeding; the four thousand appear in Matthew and Mark.,1,TRUE,FALSE,"luke9,feeding",TRUE
W26,Week 26 — Luke 9 (Who Is Jesus?),26,Luke,Confession,W26-Q02,"How did Peter answer when Jesus asked, “Who do you say that I am?”",recall,easy,“The Christ of God”,“A prophet like Elijah”,“The son of David”,“John the Baptist raised”,“The Christ of God”,Luke 9:20,Recall Peter’s confession.,"While the crowds guessed John, Elijah, or an old prophet, Peter answered, “The Christ of God.”",The crowd’s answers are often mixed up with Peter’s.,1,TRUE,FALSE,"luke9,confession",TRUE
W26,Week 26 — Luke 9 (Who Is Jesus?),26,Luke,Transfiguration,W26-Q03,Who appeared with Jesus on the mountain?,recall,easy,Abraham and Isaac,Moses and Elijah,David and Solomon,Isaiah and Jeremiah,Moses and Elijah,Luke 9:28-31,Recall the two figures at the transfiguration.,"Moses and Elijah appeared in glory, representing the Law and the Prophets, and spoke with Jesus.","Elijah, not Elisha, is the prophet present.",1,TRUE,FALSE,"luke9,transfiguration",TRUE
W26,Week 26 — Luke 9 (Who Is Jesus?),26,Luke,Voice,W26-Q04,What did the voice from the cloud say?,recall,easy,“Behold the Lamb of God.”,"“This is my Son, my Chosen One; listen to him!”","“Fear not, for I am with you.”",“Arise and go to Jerusalem.”,"“This is my Son, my Chosen One; listen to him!”",Luke 9:35,Recall the Father’s word at the transfiguration.,The voice identifies Jesus as the chosen Son and commands the disciples to listen to Him.,The command is to listen — not merely to admire the glory.,1,TRUE,FALSE,"luke9,voice",TRUE
W26,Week 26 — Luke 9 (Who Is Jesus?),26,Luke,Mission,W26-Q05,What did Jesus give the Twelve when He sent them out?,recall,medium,Money and provisions for the journey,Letters of introduction,Power and authority over demons and to cure diseases,A written copy of His teaching,Power and authority over demons and to cure diseases,Luke 9:1-3,Recall the terms of the sending of the Twelve.,"He gave them power and authority over all demons and to cure diseases, and told them to take nothing for the journey.","They were sent out deliberately unequipped, to depend on God and on hospitality.",2,TRUE,FALSE,"luke9,sending",TRUE
W26,Week 26 — Luke 9 (Who Is Jesus?),26,Luke,Discipleship,W26-Q06,What did Jesus say a follower must take up?,recall,medium,A sword,A yoke,His cross daily,The law of Moses,His cross daily,Luke 9:23,Recall Luke’s distinctive wording on cross-bearing.,"“If anyone would come after me, let him deny himself and take up his cross daily and follow me.”","Luke alone adds “daily,” making it a pattern of life rather than a single act.",2,TRUE,FALSE,"luke9,cross",TRUE
